,Unnamed: 0,label,p_title,sent_length,word_length,Stops_ratio,Num_Punctuation,category_Berita,category_Ekonomi&Bisnis,category_Lain,category_Lifestyle,category_Olahraga,category_Otomotif,category_Religi,category_Selebriti&Entertainment,category_Teknologi,source_Kompas.com,source_detik.com,source_fimela.com,source_kapanlagi.com,source_liputan6.com,source_okezone.com,source_posmetro-medan.com,source_republika.co.id,source_sindonews.com,source_tempo.co,source_tribunnews.com,source_wowkeren.com
2990,2990,clickbait,zodiak tepati janjinya virgo orang untukmu aquarius,7,5.714285714,0.5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2991,2991,non-clickbait,prediksi skor persipura vs persija liga macan kemayoran gentar tren bagus lawan,12,5.5,0.14285714300000002,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2992,2992,non-clickbait,anies baswedan bj habibie berkomunikasi,5,5.875,0.375,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2993,2993,non-clickbait,mantan ketua mk istri panglima mantan panglima jenguk bj habibie,10,6.0,0.166666667,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2994,2994,non-clickbait,jadwal siaran langsung timnas indonesia vs thailand live tvri kualifikasi piala dunia malam,13,5.857142857,0.071428571,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2995,2995,clickbait,bryan domani ngaku sulit makan film terbarunya,7,5.555555556,0.222222222,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2996,2996,clickbait,atlet legendaris jebolan pb djarum alan budi kusuma liem swie king,11,5.166666667,0.083333333,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2997,2997,clickbait,riwayat sakit bj habibie kena infeksi bakteri bronkitis klep jantung bocor,11,5.642857143,0.214285714,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2998,2998,clickbait,kpk hakim tolak permohonan pk setya novanto,7,5.25,0.125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2999,2999,clickbait,fatir kejang muntah tewas ibunda kebiasaan anaknya ya allah tunjukkan kebesaranmu,11,6.461538462,0.153846154,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3000,3000,clickbait,penjelasan detail scott mctominay dipilih temani lionel messi cover pes,10,5.833333333,0.166666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3001,3001,clickbait,berseteru nikita mirzani elza syarief permasalahkan kursi nyaman acara hotman paris,11,6.0,0.214285714,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3002,3002,clickbait,sby ilham habibie berdoa kesembuhan bj habibie,7,5.5,0.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3003,3003,clickbait,jokowi kenakan topi adat khas bumi cenderawasih temui tokoh papua,10,5.1428571430000005,0.28571428600000004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3004,3004,clickbait,ramalan zodiak besok rabu september taurus borosnya bikin gawat pisces stres tapi pasrah,13,5.846153846,0.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3005,3005,clickbait,kronologis penggerebekan oknum kepsek guru tk kecurigaan pemuda,8,6.166666667,0.333333333,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3006,3006,clickbait,berlibur berseteru elza syarief sajad ukra nikita mirzani sewa bodyguard jaga anak,12,5.6,0.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3007,3007,clickbait,bea cukai parepare bantu pmi cabang kota parepare,8,5.25,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3008,3008,clickbait,wiranto proses hukum akselerasi pembangunan papua berlanjut,7,6.3,0.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3009,3009,clickbait,ibas ajak kader demokrat doa kesembuhan bj habibie,8,5.5,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3010,3010,clickbait,bj habibie jalani perawatan intensif rspad gatot soebroto berobat jerman,10,5.928571429,0.28571428600000004,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3011,3011,clickbait,mawar de jongh kesulitan mainkan peran syuting bumi manusia,9,5.363636364,0.181818182,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3012,3012,clickbait,sby sempatkan jenguk bj habibie pembekalan anggota legislatif partai demokrat,10,6.214285714,0.28571428600000004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3013,3013,clickbait,pasca kecelakaan tol jagorawi dul jaelani kesalahan akui,8,5.2,0.466666667,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3014,3014,clickbait,prediksi timnas indonesia vs thailand kualifikasi piala dunia live tvri mola tv malam,13,5.266666667,0.133333333,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3015,3015,clickbait,besok sri bintang pamungkas dipanggil polisi terkait dugaan ujaran kebencian,10,6.545454545,0.090909091,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3016,3016,non-clickbait,kak seto dukung kpai pb djarum anak,7,4.6,0.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3017,3017,clickbait,berbeda franda gibran rakabuming artis artis izinkan nama anaknya dijiplak,10,5.923076922999999,0.230769231,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3018,3018,clickbait,prediksi susunan pemain timnas indonesia vs thailand kualifikasi piala dunia beto main,12,6.076923077000001,0.076923077,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3019,3019,non-clickbait,jemaah haji sumbar bengkulu dirawat rs arab saudi klinik kesehatan,10,4.933333333,0.333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3020,3020,clickbait,ramalan zodiak cinta besok rabu september pasangan virgo curiga scorpio gengsian,11,6.333333333,0.083333333,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3021,3021,non-clickbait,konflik lahan plasma muratara warga petugas keamanan bentrok,8,5.818181817999999,0.272727273,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3022,3022,clickbait,penumpang genggam tangan nenek pesawat alami turbulensi,7,6.1,0.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3023,3023,non-clickbait,pb djarum ide ganti sponsor polemik kpai,7,5.25,0.4166666670000001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3024,3024,clickbait,bea cukai kunjungi gubernur maluku dibahas,6,5.333333333,0.333333333,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3025,3025,clickbait,pemberlakuan ganjil genap penuruan kendaraan persen,6,7.125,0.25,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3026,3026,non-clickbait,tercatat enam kali kabar bj habibie dikabarkan meninggal dunia beredar,10,6.0,0.090909091,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3027,3027,clickbait,dibintangi john travolta film trading paint tayang perdana jadwal bioskop ternate,11,6.071428571,0.214285714,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3028,3028,clickbait,kecelakaan maut innova vs bus mira orang tewas polisi penyebab dugaan unsur kelalaian,13,5.642857143,0.071428571,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3029,3029,clickbait,bea cukai malang meriahkan roadshow jelajah negeri bangun antikorupsi,9,6.777777778,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3030,3030,clickbait,batal hadir acara pembekalan anggota legislatif sby jenguk bj habibie,10,6.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3031,3031,non-clickbait,äúbebas äù meluncur on off festival,6,4.571428571,0.14285714300000002,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3032,3032,clickbait,sigap bea cukai kudus gagalkan peredaran ribu batang rokok ilegal,10,5.6,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3033,3033,clickbait,dukung ekspor kopi sumsel bea cukai sumbagtim raih penghargaan,9,6.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3034,3034,clickbait,kisah cinta habibie ainun habibie nembak ainun momen haru perayaan pernikahan,11,5.857142857,0.214285714,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3035,3035,non-clickbait,berita persib bandung tekad ardi idrus bawa maung bandung raih hasil maksimal putaran,13,5.333333333,0.133333333,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3036,3036,clickbait,madu singapura cut meyriska bagikan video mesra terpisah sang suami,10,5.4,0.333333333,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3037,3037,non-clickbait,jabatannya tinggal minggu menteri susi orang sempurna,7,5.666666667,0.4166666670000001,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3038,3038,clickbait,oso tidak melemahkan kpk,4,4.833333333,0.333333333,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3039,3039,non-clickbait,prediksi jadwal timnas indonesia vs thailand kualifikasi piala dunia malam jam wib,12,5.692307692000001,0.076923077,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3040,3040,clickbait,kesan romantis raditya dika melamar annisa aziza,7,5.454545455,0.363636364,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3041,3041,clickbait,imam nahrawi yohana kambiase beda pendapat audisi pb djarum,9,5.272727273,0.181818182,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3042,3042,clickbait,siang jokowi bertemu tokoh papua istana,6,5.0,0.333333333,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3043,3043,non-clickbait,gandeng satpol pp bea cukai amankan puluhan cairan vape ilegal wonosobo,11,5.25,0.083333333,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3044,3044,clickbait,ramalan cristiano ronaldo pemain termahal ac milan terbukti,8,5.538461538,0.384615385,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3045,3045,clickbait,gubernur anies baswedan jenguk bj habibie rspad gatot subroto,9,5.5,0.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3046,3046,non-clickbait,prediksi skor psm vs psis liga tekad mahesa jenar hentikan catatan impresif tim juku eja,15,4.933333333,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3047,3047,clickbait,sewa ballroom pentas terungkap biaya sekolah musik jan ethes solo,10,5.166666667,0.166666667,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3048,3048,clickbait,bebby fey bongkar chat mesum youtuber atta halilintar sunan kalijaga sindiran menohok,12,6.0,0.14285714300000002,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3049,3049,clickbait,wiranto geram pemberitaan papua negeri mengandung distorsi informasi,8,6.416666667,0.333333333,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3050,3050,clickbait,jennifer jill blak blakan selingkuh ajun perwira senggolan sang istri,10,5.928571429,0.28571428600000004,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3051,3051,clickbait,beredar kabar santunan ahmad dhani macet pengakuan korban kecelakaan dul jaelani,11,5.923076922999999,0.153846154,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3052,3052,non-clickbait,jelang laga arema fc vs borneo fc liga momen debut legiun asing tim pesut etam,15,4.1176470589999985,0.117647059,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3053,3053,non-clickbait,puntung rokok mengakibatkan perahu milik arifudin hangus terbakar kerugian mencapai rp juta,12,6.666666667,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3054,3054,clickbait,videonya viral becak putri sultan malu becak,7,5.2,0.3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3055,3055,clickbait,dalih dipakai pelanggar ganjil genap,5,5.5,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3056,3056,clickbait,musisi kali tampil acara festival musik sekelas soundrenaline,8,6.166666667,0.333333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3057,3057,non-clickbait,bj habibie sosok dikagumi indonesia namanya jembatan timor leste,9,5.428571429,0.35714285700000004,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3058,3058,clickbait,mahasiswa papua eksodus hoaks bupati puncak belajar,7,6.3,0.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3059,3059,clickbait,penyebar kabar hoaks bj habibie meninggal maaf ngaku sangat mengidolakan suami ainun,12,6.0,0.076923077,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3060,3060,clickbait,viral video polisi tilang mertua operasi patuh,7,5.666666667,0.222222222,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3061,3061,clickbait,sel kanker menyebar organ tubuh ria irawan ceritakan pengalaman dirawat inap kelas bpjs,13,5.4,0.133333333,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3062,3062,clickbait,fatir tewas ditendang ditonjok i beberkan sikap orangtua terduga pelaku nanya gak,12,5.4,0.2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3063,3063,clickbait,bea cukai bnn kejar penyelundup ganja bermodus barang kiriman,9,5.363636364,0.181818182,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3064,3064,clickbait,elly sugigi putuskan pakai hijab beberkan alasan khawatir sepi job intip fotonya,12,5.466666667,0.2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3065,3065,clickbait,terima konsulat india wagub paparkan potensi sumatra selatan,8,6.625,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3066,3066,non-clickbait,polemik berhentinya audisi pb djarum terasanya,6,6.3,0.4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3067,3067,clickbait,nikita mirzani ucapannya mengandung hinaan elza syarief betapa kotornya mulutnya,10,6.307692307999999,0.230769231,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3068,3068,clickbait,oktober jalan tol kayuagung palembang dibuka gratis,7,6.125,0.125,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3069,3069,clickbait,alasan pb djarum hentikan audisi enggan langgar undang undang,9,5.9,0.1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3070,3070,clickbait,fakta video viral wanita motor busana samarinda hilang jam gangguan jiwa,11,5.266666667,0.266666667,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3071,3071,clickbait,herman deru sabet penghargaan tertinggi perpustakaan nasional ri,8,6.777777778,0.111111111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3072,3072,clickbait,muzdalifah korban penipuan rp juta pelaku pakai nama inggrid kansil,10,5.6363636360000005,0.090909091,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3073,3073,clickbait,geram bj habibie meninggal melanie subono mengutuk penyebar hoaks,9,6.4,0.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3074,3074,clickbait,terbang indonesia nct dream pamer gaya kasual bandara,8,4.909090909,0.272727273,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3075,3075,clickbait,calon pimpinan kpk disyaratkan tanda tangan surat bermeterai setuju tidak revisi uu kpk,13,5.666666667,0.133333333,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3076,3076,clickbait,selfie bareng monyet monkey forest ubud triknya,7,4.9,0.3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3077,3077,clickbait,pengakuan elly sugigi perihal berlian kw barbie kumalasari harganya jutaan,10,6.166666667,0.166666667,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3078,3078,clickbait,ikon bendera merah putih awali narasi pesan bj habibie meninggal dunia,11,5.454545455,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3079,3079,non-clickbait,dul jaelani temui keluarga korban tewas kecelakaan tol jagorawi tolong maafkan,11,6.076923077000001,0.153846154,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3080,3080,clickbait,yuk ketahui alasan mobil presiden jokowi bercat hitam,8,5.777777778,0.111111111,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3081,3081,clickbait,raditya dika penyakit autoimun dideritanya berobat singapura,7,6.583333333,0.4166666670000001,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3082,3082,clickbait,tinggal rumah berdinding papan anak sangka rusli anggota dprd rohul,10,5.466666667,0.333333333,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3083,3083,clickbait,muncul isu santunan korban dul jaelani lancar pasca ahmad dhani dipenjara faktanya,12,5.5,0.14285714300000002,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3084,3084,clickbait,cetak sawah nabire kementan pakai strategi,6,5.5,0.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3085,3085,clickbait,wanita paruh baya diserang buaya kolam area badak lng jempol tangan putus paha dicabik,14,4.875,0.125,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3086,3086,clickbait,potret liburan dian sastro suami anaknya,6,5.625,0.25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3087,3087,clickbait,bj habibie tercatat dikabarkan meninggal dunia kali,7,6.0,0.363636364,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3088,3088,clickbait,zodiak dituduh pemalas aslinya pekerja keras taurus gara gara bermain game asik ngobrol,13,5.466666667,0.133333333,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3089,3089,clickbait,perseteruannya nikita mirzani selesai elza syarief stres panggil psikolog,9,6.833333333,0.25,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3090,3090,non-clickbait,link streaming timnas indonesia vs thailand live tvri mola tv akses,11,4.714285714,0.214285714,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3091,3091,clickbait,krisis rohingya perkampungan warga dihancurkan pembangunan fasilitas pemerintahan myanmar,9,8.6,0.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3092,3092,clickbait,heboh video dewasa sumedang diduga perselingkuhan ajakan nikah ais ditolak,10,6.076923077000001,0.230769231,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3093,3093,non-clickbait,live streaming timnas indonesia vs thailand garuda bangkit pelatih lawan waspadai pemain,12,6.0,0.14285714300000002,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3094,3094,clickbait,beredar kabar hoax bj habibie meninggal dunia kondisi presiden ketiga ri,11,5.615384615,0.153846154,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3095,3095,clickbait,pusat kajian antikorupsi fh undip revisi uu kpk cacat hukum,10,5.0,0.090909091,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3096,3096,clickbait,kumpulan reaksi pengemudi kena tilang ganjil genap jakarta ajak damai polisi teriak protes,13,6.0,0.071428571,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3097,3097,clickbait,terkini vina garut v terpaksa diselingkuhi rayya main cewek,9,5.266666667,0.4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3098,3098,non-clickbait,jemaah haji kalteng kloter bandara syamsudin noor sakit meninggal,9,5.133333333,0.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3099,3099,clickbait,mari mengenal bursa saham gampang,5,5.571428571,0.28571428600000004,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3100,3100,clickbait,air minum tidak bersih picu diare anak cegah tangani diare,10,4.533333333,0.333333333,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3101,3101,clickbait,hoaks kabar bj habibie meninggal dunia dokter kondisi,8,6.2,0.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3102,3102,clickbait,akui konsumsi ganja sulit tidur jefri nichol terancam hukuman penjara,10,5.916666667,0.166666667,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3103,3103,non-clickbait,subsidi listrik va dicabut bank mandiri pengaruh inflasi,8,5.4,0.2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3104,3104,non-clickbait,rekap hasil lengkap hasil kualifikasi euro belanda jerman belgia raih poin penuh,12,5.428571429,0.14285714300000002,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3105,3105,non-clickbait,laporannya pbb hotman masuk akal elza syarief dubes lihat ketegasan indonesia,11,5.466666667,0.266666667,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3106,3106,non-clickbait,jelang timnas indonesia vs thailand kualifikasi piala dunia tim garuda,10,5.615384615,0.230769231,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3107,3107,clickbait,pensiun dunia k pop kahi eks after school pamer rumah kontrakan mewah bali,13,4.533333333,0.133333333,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3108,3108,non-clickbait,harga emas antam turun rp rp gram,7,3.777777778,0.222222222,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3109,3109,clickbait,permintaan bocah dibully tewas fatir ahmad nama ditangkap,8,6.142857143,0.428571429,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3110,3110,clickbait,soto mi enak bogor cocok menu sarapan,7,4.222222222,0.222222222,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3111,3111,non-clickbait,pii pengesahan pp nomor buka gerbang insinyur indonesia panggung internasional,10,6.454545455,0.090909091,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3112,3112,clickbait,jelang laga indonesia vs thailand pelatih akira nishino waspadai pemain timnas garuda,12,6.0,0.076923077,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3113,3113,clickbait,korban meninggal ditabrak dul jaelani tol jagorawi bantah kabar santunan ahmad dhani mandek,13,5.6,0.133333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3114,3114,clickbait,uniknya desa menari wisata semarang tarian daerah,7,5.5,0.4166666670000001,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3115,3115,clickbait,upaya tarik investor pemerintah tiru birokrasi negara tetangga,8,6.666666667,0.111111111,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3116,3116,clickbait,ihsg diprediksi menghijau,3,6.0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3117,3117,clickbait,jefri nichol jalani sidang terungkap alasannya konsumsi ganja lintingan,9,7.0,0.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3118,3118,clickbait,cewek menginap bareng kades villa mengaku hamil menuntut tanggung,9,5.461538462,0.307692308,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3119,3119,clickbait,viral isu bj habibie meninggal dunia rspad lengang petugas akui menahu,11,5.153846154,0.153846154,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3120,3120,clickbait,ramalan zodiak selasa september aries berharap scorpio banjir rezeki,9,6.076923077000001,0.307692308,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3121,3121,non-clickbait,bos nissan jepang hiroto saikawa secepatnya diganti ketahuan terima uang ilegal,11,6.230769231,0.153846154,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3122,3122,clickbait,aduan raffi ahmad mertua disorot gara gara nagita slavina disemprot mama rieta,12,5.285714286,0.14285714300000002,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3123,3123,clickbait,bule ngamuk bali bertengkar bertemu suami penghuni hotel resah,9,5.692307692000001,0.307692308,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3124,3124,clickbait,video ria irawan ruang perawatan bpjs kelas rscm tumornya menekan saraf bicara,12,5.307692308,0.076923077,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3125,3125,clickbait,ahmad dhani penjara rcm vakum mitha the virgin resign izin bosnya bui,12,4.375,0.25,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3126,3126,non-clickbait,wali kota risma serahkan teror lempar ular asrama mahasiswa papua polisi,11,5.357142857,0.214285714,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3127,3127,clickbait,pro kontra pemindahan kota indonesia kalimantan luhut gak surga aja,10,4.8125,0.375,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
