,label,p_title,sent_length,word_length,Stops_ratio,Num_Punctuation,category_Berita,category_Ekonomi&Bisnis,category_Lain,category_Lifestyle,category_Olahraga,category_Otomotif,category_Religi,category_Selebriti&Entertainment,category_Teknologi,source_Kompas.com,source_detik.com,source_fimela.com,source_kapanlagi.com,source_liputan6.com,source_okezone.com,source_posmetro-medan.com,source_republika.co.id,source_sindonews.com,source_tempo.co,source_tribunnews.com,source_wowkeren.com
3929,clickbait,bajakah antara obat dan racun ini cara ikhlas warga ibu kota baru indonesia memberikannya gratis,15,5.466666667,0.4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3930,clickbait,hanya pernah kali finalis liga champions musim sebelumnya seburuk ini,10,6.0,0.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3931,non-clickbait,penanganan karhutla riau pertamina dukung bnpb,6,6.833333333,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3932,clickbait,video viral emak emak berebut rendang di kondangan ternyata iklan,10,5.6,0.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3933,clickbait,ramalan zodiak kesehatan besok jumat september gemini perlu detox cancer bebas makan,12,6.083333333,0.083333333,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3934,clickbait,restoran instagramable di bali dengan view menghadap langsung ke pantai,10,6.2,0.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3935,clickbait,takuti takuti korban dengan azab turunan oknum polisi rangkap guru ngaji cabuli siswi sd,14,5.3571428569999995,0.071428571,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3936,clickbait,inikah sinyal farhat abbas mau damai dengan hotman paris tulis musuhmu bisa saja jadi sahabatmu,15,5.4,0.4,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3937,clickbait,iran arab saudi tegang kuwait gelar latihan perang,8,5.375,0.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3938,clickbait,apa peran menpora dalam kasus dugaan korupsi dana hibah koni,10,5.1,0.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3939,clickbait,ramalan zodiak besok jumat september cancer semangat scorpio harus sabar pisces panik,12,6.166666667,0.083333333,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3940,clickbait,fakta menarik gunung luhur ditempuh jam dari jakarta dan mudah dijangkau,11,5.6363636360000005,0.181818182,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3941,clickbait,prediksi hasil china open ginting fajar rian dan greysia apriyani unggul di atas kertas,14,5.285714286,0.214285714,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3942,non-clickbait,bmkg peringatan dini gelombang tinggi capai meter berlaku hingga sabtu agustus,11,6.181818182000001,0.272727273,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3943,clickbait,klhs calon ibukota baru selesai bulan november,7,5.714285714,0.28571428600000004,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3944,non-clickbait,tilang elektronik berlaku di jalan tol mulai oktober,8,5.625,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3945,clickbait,gadis tahun hamil bulan setelah digilir sama pacar dan buruh di gundang batako,13,5.076923077,0.46153846200000004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3946,clickbait,jadi menantu keluarga kaya momo geisha dan sang ibu mertua sering disebut mirip lihat foto fotonya,16,5.1875,0.375,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3947,clickbait,target membangun pabrik gula tercapai,5,6.6,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3948,clickbait,empat sarkofagus berusia ribuan tahun tersimpan di kediaman wayan sudiarjana,10,6.7,0.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3949,clickbait,postingan terakhir istri menpora di medsos sebelum sang suami ditetapkan jadi tersangka,12,6.333333333,0.333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3950,clickbait,kekeringan lebih lama kementan terus upayakan mitigasi,7,6.857142857,0.428571429,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3951,clickbait,raffi ahmad tak terima merry kerja ikut bu dendy mantan asisten buat pengakuan sumpah demi allah,16,5.0625,0.25,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3952,clickbait,kesaksian petugas bpdb yang bertemu beruang buas saat jalankan tugas padamkan kebakaran hutan,13,6.230769231,0.153846154,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3953,non-clickbait,jadwal acara tv hari ini kamis september ada the voice indonesia di gtv rosi di kompas tv,17,4.294117647,0.294117647,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3954,clickbait,potret akrab teuku rassya dan ibu sambungnya nourah sheivirah yang cuma terpaut usia tahun,14,5.5,0.35714285700000004,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3955,clickbait,gubernur khofifah inden mobil esemka untuk dipakai pribadi,8,6.375,0.125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3956,clickbait,emas antam ditransaksikan lebih murah rp per gram,8,5.25,0.25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3957,clickbait,pertama kali liburan ke malaysia itinerary kuala lumpur hari malam ini bisa jadi panduan,14,5.3571428569999995,0.428571429,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3958,clickbait,fakta tentang turbulensi yang masih jarang diketahui penumpang pesawat,9,6.8888888889999995,0.444444444,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3959,non-clickbait,pkb hormati proses hukum soal penetapan tersangka menpora imam nahrawi,10,6.1,0.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3960,clickbait,rahasia penerbangan yang tak pernah dikatakan pilot pada penumpang,9,6.444444444,0.5555555560000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3961,clickbait,jadi tersangka kpk imam nahrawi otomatis mundur dari jabatan menpora,10,5.9,0.2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3962,clickbait,dapat izin dari ojk fintech lending tokomodal semakin optimistis melihat potensi bisnis,12,6.333333333,0.333333333,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3963,clickbait,ramalan cinta zodiak hari ini kamis september virgo jangan ragu minta maaf pada pasangan,14,5.3571428569999995,0.35714285700000004,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3964,clickbait,wisatawan malaysia tewas tenggelam usai digulung ombak diamond beach,9,6.666666667,0.111111111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3965,non-clickbait,satu pilar timnas u indonesia puncakki daftar top scorer kualifikasi piala asia u,13,5.307692308,0.076923077,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3966,clickbait,rapat paripurna dpr sahkan uu kpk saat ini bola ada di tangan presiden jokowi,14,4.571428571,0.28571428600000004,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3967,non-clickbait,supir bus rosalia ditetapkan jadi tersangka kecelakaan yang tewaskan orang,10,6.5,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3968,non-clickbait,live streaming tvri china open hari ini tommy sugiarto vs kento momota akses di sini,15,4.666666667,0.26666666699999997,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3969,clickbait,pagi ini panglima tni marsekal hadi tjahjanto ziarah ke makam soeharto di astana giri bangun,15,5.2,0.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3970,non-clickbait,prakiraan cuaca bmkg maluku hari ini kamis september ambon hujan siang hingga malam hari,14,5.3571428569999995,0.28571428600000004,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3971,clickbait,bukti bola mati memang sosok mematikan bagi juventus di liga champions,11,5.454545455,0.272727273,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3972,clickbait,lagi gaya gitaris fingerstyle alip ba ta pukau musisi tersohor addie ms ingin bertemu,14,5.1428571430000005,0.14285714300000002,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3973,clickbait,hotman paris skak mat bebby fey yang sebar chat mesum youtuber bahas bahaya minta berapa miliar,16,5.0,0.1875,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3974,clickbait,ramalan zodiak hari ini kamis september aquarius penuh kreativitas sedangkan taurus ragu,12,6.416666667,0.25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3975,clickbait,rekomendasi bubur ayam enak di malang cocok untuk menu sarapan,10,5.3,0.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3976,clickbait,profil sukanto tanoto konglomerat yang disebut punya lahan hti di kawasan calon ibu kota baru ri,16,5.0625,0.375,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3977,clickbait,arab saudi puing puing senjata membuktikan iran berada di balik serangan kilang minyak,13,5.692307692000001,0.23076923100000002,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3978,clickbait,kalap tusuk temannya hingga tewas aap kini sujud di kaki orang tua korban,13,4.692307692,0.23076923100000002,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3979,clickbait,wisata jogja dan jawa tengah dengan panorama bak negeri di atas awan,12,4.75,0.41666666700000005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3980,clickbait,jadi tersangka kpk imam nahrawi pasrahkan nasibnya pada presiden,9,6.222222222,0.222222222,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3981,non-clickbait,link live streaming babak besar china open tommy sugiarto vs kento momota jadi pembuka laga,15,5.133333333,0.133333333,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3982,clickbait,suami jadi tersangka tampilan sang istri jadi perhatian lihat gaya modis obib istri imam nahrawi,15,5.466666667,0.133333333,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3983,clickbait,fakta kpk tetapkan menpora imam nahrawi jadi tersangka kasus suap dana hibah,12,5.416666667,0.166666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3984,clickbait,breaking news usai antar penumpang driver ojek online di kupang dikeroyok pemuda mabuk miras,14,5.642857143,0.214285714,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3985,clickbait,divonis bulan kasus pedangdut xena xenita yang digerebek berduaan sama suami orang,12,5.916666667,0.333333333,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3986,clickbait,ramalan zodiak cinta kamis september sagitarius harus banyak habiskan waktu dengan pasangan,12,6.666666667,0.333333333,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3987,clickbait,namanya disebut jadi calon wali kota manado enda ungu jadikan pasha panutan sering ngobrol politik,15,5.6,0.2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3988,clickbait,catatan real madrid kalah dari psg di liga champions semalam zidane khawatir dengan timnya,14,5.5,0.214285714,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3989,non-clickbait,habibie selalu berharap agar generasi penerus bangsa mampu berpikir out of the box,13,5.384615385,0.23076923100000002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3990,clickbait,ramalan zodiak kamis september scorpio harus jaga kondisi kesehatan tubuh,10,6.4,0.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3991,clickbait,hari terakhir lowongan kerja bank indonesia seleksi pcpm catat jadwal pengumuman administrasi,12,6.833333333,0.166666667,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3992,non-clickbait,imam nahrawi tersangka korupsi awali karier dari aktivis mahasiswa hingga jadi menteri di usia muda,15,5.666666667,0.26666666699999997,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3993,non-clickbait,klasemen liga champions matchday psg dan bayern munchen di puncak liverpool dan real madrid keok,15,5.466666667,0.2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3994,clickbait,kronologi duel pelajar smp korban meninggal dunia setelah pipi dipukul dua kali,12,5.666666667,0.166666667,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3995,clickbait,wisata negeri di atas awan yang cocok dikunjungi saat liburan akhir pekan,12,5.166666667,0.41666666700000005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3996,clickbait,ekspresi neymar dan mbappe saat psg tekuk real madrid di liga champions,12,5.0,0.25,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3997,non-clickbait,tni au datangkan pesawat bantuan atasi karhutla di riau,9,5.222222222,0.111111111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3998,clickbait,presenter aktor produser dan pebisnis profesi mana yang disukai daniel mananta,11,6.181818182000001,0.272727273,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3999,non-clickbait,tolak portugal anak ajaib baru barcelona pilih timnas spanyol,9,5.8888888889999995,0.111111111,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4000,clickbait,franda hampir sebulan absen main instagram foto vechia di postingan samuel zylgwyn obati rindu fans,15,5.666666667,0.133333333,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4001,clickbait,pengamat sebut dpr akan jinak pasca hengkangnya fadli fahri dari kursi kepemimpinan,12,6.0,0.25,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4002,clickbait,joaquin phoenix dan robert de niro ternyata tak saling bicara di lokasi syuting joker,14,5.1428571430000005,0.35714285700000004,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4003,clickbait,sehun exo nyusup ke grup chat fans demi promosikan album chen bagikan foto foto kocak ini,16,4.625,0.1875,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4004,non-clickbait,persoalkan pimpinan sidang perdana mpr bahas pembentukan fraksi diwarnai interupsi,10,7.3,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4005,clickbait,flower crew kembali kalahkan vagabond jadi drama terbanyak dibicarakan,9,6.8888888889999995,0.333333333,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4006,clickbait,dandanan seulgi red velvet di event gucci dibilang kampungan,9,5.777777778,0.111111111,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4007,clickbait,korea drama awards sky castle best drama ini daftar lengkap pemenangnya,11,5.545454545,0.090909091,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4008,clickbait,angkat tema äòkawal wajah baru dpr äô program acara äòhotroom äô metro tv tuai pujian,15,4.733333333,0.066666667,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4009,clickbait,cerita lucu jin bts tak sengaja papasan dengan suga saat bersepeda ke kantor,13,4.923076923,0.307692308,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4010,clickbait,kocak mahasiwa ini goyang entah apa yang merasukimu di hadapan rektor saat wisuda,13,5.307692308,0.46153846200000004,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4011,non-clickbait,polisi tetapkan tersangka grup whatsapp stm hasil rekayasa,8,6.375,0.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4012,clickbait,sri mulyani ungkap perbedaan apbn era jokowi dan presiden soeharto,10,5.7,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4013,clickbait,sebagai mantan delon thamrin beri pesan ini ke suami tajir jill gladys,12,4.916666667,0.333333333,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4014,clickbait,be melodramatic tamat raih rating persen netizen kompak beri pujian selangit,11,6.0,0.090909091,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4015,non-clickbait,yasonna undur diri jokowi tunjuk tjahjo kumolo jadi plt menkumham,10,5.6,0.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4016,non-clickbait,prihatin dengan sikap anarkis cinta laura himbau agar tidak ada demo lagi,12,5.166666667,0.333333333,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4017,clickbait,adik verrell bramasta tak sengaja bocorkan febby rastanty ikut liburan keluarga sukses cinlok,13,6.230769231,0.153846154,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4018,non-clickbait,upacara hari kesaktian pancasila bupati madiun hapus stigma kota pki,10,5.9,0.1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4019,non-clickbait,polri pastikan korporasi dan orang sebagai tersangka karhutla,8,6.75,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4020,clickbait,exo brutal di panggung ramai ramai robek baju suho,9,4.666666667,0.111111111,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4021,clickbait,saking bagusnya sm tenyata pilih lirik buatan chen untuk lagu flower dan tolak punya lirikus top,16,5.0625,0.1875,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4022,clickbait,semakin mendunia bts ditunjuk jadi model global brand fashion ternama,10,6.0,0.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4023,clickbait,ussy sulistiawaty difoto cowok lain reaksi posesif andhika pratama curi perhatian,11,6.454545455,0.090909091,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4024,clickbait,shafa harris dan bastian kedapatan ribut di kolom komentar gara gara hal sepele ini,14,5.0,0.28571428600000004,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4025,clickbait,ketahuan bawa bedak desta senyum malu beri alasan buat hilangkan muka berminyak,12,5.666666667,0.166666667,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4026,clickbait,krisdayanti umbar cincin thanos mewah di pelantikan dpr suami curhat bisnis gulung tikar,13,5.846153846,0.076923077,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4027,clickbait,usai gejayan memanggil jilid sejumlah peserta aksi terima pesan gejayancarirecehan,10,7.3,0.2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4028,clickbait,akting dikritik shin se kyung bangga bintangi rookie historian goo hae ryung,12,5.416666667,0.083333333,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4029,clickbait,jadi anggota dpr termuda hillary brigitta lasut ingin selesaikan rkuhp,10,6.1,0.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4030,non-clickbait,parpol koalisi jokowi soal perppu uu kpk itu opsi terakhir,10,4.9,0.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4031,clickbait,joker kalahkan avengers endgame sebagai film adaptasi komik terbaik di imdb,11,5.909090909,0.181818182,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4032,clickbait,garuda indonesia dan sriwijaya air sudah kembali mesra usai sempat kisruh,11,5.727272727000001,0.454545455,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4033,clickbait,bebby fey curhat takut bulu nama atta halilintar hingga genderuwo malah diseret,12,5.666666667,0.166666667,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4034,clickbait,gyuri eks kara diam diam pacari brondong tajir intip foto foto kencan mereka,13,4.923076923,0.076923077,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4035,clickbait,fairuz a rafiq cerita pengalaman sewa hotel di korea tempat lee min ho menginap,14,4.714285714,0.14285714300000002,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4036,non-clickbait,peringati hari kesaktian pancasila anies baswedan sebut ancaman komunis,9,7.0,0.222222222,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4037,clickbait,grup baru jyp boy story dikritik habis habisan usai numpang tampil di k con thailand,15,4.666666667,0.2,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4038,clickbait,demo mahasiswa berakhir rusuh nikita mirzani beri pesan bijak ini,10,5.6,0.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4039,clickbait,usia pernikahan adele dan simon konecki terungkap di dokumen perceraian ternyata tak sampai setahun,14,6.142857143,0.35714285700000004,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4040,clickbait,billy syahputra terjebak demo yang berakhir ricuh sempat diomeli gara gara abadikan momen kerusuhan,14,6.142857143,0.214285714,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4041,clickbait,enggak hanya melembabkan berikut kegunaan penting penggunaan body lotion untuk kulit,11,6.727272727000001,0.454545455,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4042,non-clickbait,kapolda papua sebut rusuh di wamena akibat berita hoaks medsos,10,5.3,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4043,clickbait,rosa meldianti bersiap ikuti ajang puteri indonesia tahun depan langsung ramai dicibir,12,6.25,0.25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4044,clickbait,bukti manipulasi voting produce x seret agensi x diminta tukar member,11,5.3636363639999995,0.090909091,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4045,clickbait,jackson got buka bukaan soal hubungan dekatnya dengan rm bts,10,5.1,0.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4046,non-clickbait,kpk periksa dua orang saksi terkait kasus dugaan korupsi eks menpora,11,5.272727273,0.181818182,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4047,clickbait,lee jinhyuk akhirnya umumkan tanggal debut solo dan rilis akun media sosial resmi,13,5.307692308,0.153846154,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4048,non-clickbait,rujuk dengan garuda indonesia sriwijaya air bakal kembali mengudara,9,6.555555556,0.333333333,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4049,non-clickbait,puluhan orang tua antre jemput anak usai ratusan pendemo diamankan,10,5.7,0.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4050,clickbait,frederika cull puteri indonesia ungkap rasa cinta reaksi ibunda bikin boy william ngakak,13,5.846153846,0.153846154,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4051,non-clickbait,spider man kembali ke mcu diprediksi bakal boyong venom hingga sinister six,12,5.333333333,0.333333333,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4052,clickbait,pose denada tiduran di atas meja pakai busana transparan jadi bahan gunjingan,12,5.5,0.25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4053,non-clickbait,ikuti selera generasi muda menteri pupr tak bakal bangun mall di ibu kota baru,14,4.6428571430000005,0.35714285700000004,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4054,clickbait,kylie jenner umumkan kesehatannya membaik lewat postingan super seksi ini,10,6.4,0.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4055,non-clickbait,mahasiswa bogor telah penuhi stasiun untuk gelar demo ke dpr jakarta,11,5.272727273,0.272727273,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4056,clickbait,netizen sebut superm jadi proyek hidup dan mati sm entertainment di amerika setuju,13,5.384615385,0.307692308,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4057,clickbait,barbie kumalasari malah kena sindir usai pamer momen bareng fans di acara meet and greet,15,4.933333333,0.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4058,clickbait,warganet curigai keaslian grup wa anak stm dennysiregarpenyebarhoax puncaki trending topic,11,7.272727272999999,0.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4059,clickbait,pajang foto mesra peluk irwansyah zaskia sungkar kok malah minta maaf,11,5.3636363639999995,0.272727273,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4060,clickbait,syahrini dan adik jiplak gaya nagita teman luna maya tas miliar dipakai gantian,13,5.153846154,0.076923077,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4061,clickbait,prilly latuconsina curhat ditawari magang jadi staf tv malah disuruh fans lakukan ini,13,5.615384615,0.23076923100000002,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4062,non-clickbait,marinir evakuasi ratusan mahasiswa yang terjebak bentrokan demo di dpr,10,6.1,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4063,clickbait,kecantikan tzuyu twice dengan warna rambut baru kejutkan fans,9,5.8888888889999995,0.222222222,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4064,clickbait,suzy dan shin sung rok ternyata syuting ciuman bibir bolak balik di vagabond,13,4.923076923,0.307692308,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
